year,county,cause,sex,age_code,N
105,3101,21,2,20,1
105,3101,21,2,24,1
105,3101,22,2,14,1
105,3101,22,2,15,1
105,3101,22,2,17,4
105,3101,22,2,18,3
105,3101,22,2,19,3
105,3101,22,2,20,1
105,3101,22,2,21,1
105,3101,22,2,22,1
105,3101,23,1,18,2
105,3101,23,1,19,2
105,3101,23,1,20,3
105,3101,23,1,21,5
105,3101,23,1,22,4
105,3101,23,1,23,6
105,3101,23,1,24,1
105,3101,24,1,11,1
105,3101,24,1,12,1
105,3101,24,1,13,1
105,3101,25,1,17,1
105,3101,25,1,18,1
105,3101,25,1,19,1
105,3101,25,1,22,1
105,3101,25,1,23,1
105,3101,25,2,15,1
105,3101,25,2,21,1
105,3101,25,2,22,1
105,3101,25,2,23,2
105,3101,26,1,16,1
105,3101,26,1,19,4
105,3101,26,1,20,1
105,3101,26,1,21,2
105,3101,26,1,22,3
105,3101,26,1,23,4
105,3101,26,1,24,2
105,3101,26,2,19,2
105,3101,26,2,21,3
105,3101,27,1,15,1
105,3101,27,1,16,1
105,3101,27,1,17,1
105,3101,27,1,18,1
105,3101,27,1,19,2
105,3101,27,2,08,1
105,3101,27,2,09,1
105,3101,27,2,12,1
105,3101,27,2,14,1
105,3101,27,2,15,1
105,3101,27,2,16,1
105,3101,27,2,17,1
105,3101,27,2,18,2
105,3101,27,2,19,1
105,3101,27,2,20,1
105,3101,27,2,22,1
105,3101,29,1,17,1
105,3101,29,1,19,1
105,3101,29,2,17,1
105,3101,29,2,19,1
105,3101,29,2,20,1
105,3101,29,2,21,1
105,3101,30,2,20,1
105,3101,31,1,15,1
105,3101,31,1,17,1
105,3101,31,1,18,1
105,3101,31,1,19,1
105,3101,31,1,20,1
105,3101,31,1,21,1
105,3101,31,1,22,1
105,3101,31,1,23,2
105,3101,31,1,24,1
105,3101,31,2,16,1
105,3101,31,2,20,1
105,3101,31,2,21,1
105,3101,31,2,23,1
105,3101,32,1,14,1
105,3101,32,1,15,1
105,3101,32,1,16,1
105,3101,32,1,17,2
105,3101,32,1,18,2
105,3101,32,1,19,2
105,3101,32,1,20,2
105,3101,32,1,22,1
105,3101,32,1,23,2
105,3101,32,1,24,1
105,3101,32,2,12,1
105,3101,32,2,14,1
105,3101,32,2,17,1
105,3101,32,2,18,1
105,3101,32,2,19,1
105,3101,32,2,20,1
105,3101,32,2,21,3
105,3101,32,2,22,1
105,3101,33,1,10,1
105,3101,33,1,11,1
105,3101,33,1,16,1
105,3101,33,1,17,2
105,3101,33,1,18,4
105,3101,33,1,19,3
105,3101,33,1,20,3
105,3101,33,1,22,3
105,3101,33,1,25,1
105,3101,33,2,14,1
105,3101,33,2,15,1
105,3101,33,2,16,2
105,3101,33,2,18,3
105,3101,33,2,19,2
105,3101,33,2,22,3
105,3101,33,2,23,2
105,3102,01,1,12,1
105,3102,01,1,13,1
105,3102,01,1,14,3
105,3102,01,1,15,1
105,3102,01,1,16,9
105,3102,01,1,17,10
105,3102,01,1,18,8
105,3102,01,1,19,5
105,3102,01,1,20,1
105,3102,01,1,21,1
105,3102,01,1,22,1
105,3102,01,1,24,1
105,3102,01,2,13,1
105,3102,01,2,14,1
105,3102,01,2,19,2
105,3102,02,1,13,1
105,3102,02,1,19,1
105,3102,02,2,19,1
105,3102,03,1,15,1
105,3102,03,1,16,1
105,3102,03,2,14,1
105,3102,03,2,15,1
105,3102,04,1,15,3
105,3102,04,1,16,2
105,3102,04,1,17,5
105,3102,04,1,18,7
105,3102,04,1,19,5
105,3102,04,1,20,1
105,3102,04,1,21,2
105,3102,04,1,24,1
105,3102,04,2,18,1
105,3102,04,2,20,1
105,3102,04,2,21,1
105,3102,05,1,12,1
105,3102,05,1,15,1
105,3102,05,1,17,2
105,3102,05,1,18,3
105,3102,05,1,19,5
105,3102,05,1,20,6
105,3102,05,1,21,3
105,3102,05,1,22,1
105,3102,05,1,23,2
105,3102,05,1,24,1
105,3102,05,2,13,1
105,3102,05,2,15,2
105,3102,05,2,17,1
105,3102,05,2,18,2
105,3102,05,2,19,3
105,3102,05,2,20,1
105,3102,05,2,21,1
105,3102,05,2,22,2
105,3102,05,2,23,1
105,3102,05,2,24,1
105,3102,07,1,11,1
105,3102,07,1,13,1
105,3102,07,1,14,1
105,3102,07,1,15,3
105,3102,07,1,16,5
105,3102,07,1,17,6
105,3102,07,1,18,3
105,3102,07,1,19,5
105,3102,07,1,20,5
105,3102,07,1,21,3
105,3102,07,1,22,3
105,3102,07,1,23,4
105,3102,07,1,24,1
105,3102,07,2,15,1
105,3102,07,2,16,1
105,3102,07,2,17,3
105,3102,07,2,18,7
105,3102,07,2,19,7
105,3102,07,2,20,3
105,3102,07,2,21,7
105,3102,07,2,22,4
105,3102,07,2,23,1
105,3102,07,2,24,2
105,3102,07,2,25,1
105,3102,07,2,26,1
105,3102,08,1,13,2
105,3102,08,1,14,3
105,3102,08,1,15,3
105,3102,08,1,16,10
105,3102,08,1,17,11
105,3102,08,1,18,18
105,3102,08,1,19,13
105,3102,08,1,20,8
105,3102,08,1,21,7
105,3102,08,1,22,3
105,3102,08,1,23,6
105,3102,08,1,24,1
105,3102,08,2,13,1
105,3102,08,2,15,1
105,3102,08,2,16,1
105,3102,08,2,17,2
105,3102,08,2,18,4
105,3102,08,2,19,4
105,3102,08,2,20,10
105,3102,08,2,21,9
105,3102,08,2,22,9
105,3102,08,2,23,2
105,3102,08,2,24,2
105,3102,09,1,18,1
105,3102,09,1,20,1
105,3102,09,1,21,1
105,3102,09,2,18,1
105,3102,09,2,19,1
105,3102,09,2,21,1
105,3102,10,1,14,1
105,3102,10,1,15,2
105,3102,10,1,16,1
105,3102,10,1,17,2
105,3102,10,1,18,2
105,3102,10,1,19,4
105,3102,10,1,20,1
105,3102,10,1,21,3
105,3102,10,1,22,1
105,3102,10,2,16,1
105,3102,10,2,19,2
105,3102,10,2,20,4
105,3102,10,2,22,3
105,3102,12,1,17,1
105,3102,12,1,19,1
105,3102,12,1,21,1
105,3102,12,1,22,1
105,3102,13,1,14,2
105,3102,13,1,15,4
105,3102,13,1,16,5
105,3102,13,1,17,6
105,3102,13,1,18,17
105,3102,13,1,19,8
105,3102,13,1,20,15
105,3102,13,1,21,19
105,3102,13,1,22,13
105,3102,13,1,23,1
105,3102,13,1,24,1
105,3102,13,2,14,2
105,3102,13,2,15,2
105,3102,13,2,16,4
105,3102,13,2,17,9
105,3102,13,2,18,5
105,3102,13,2,19,7
105,3102,13,2,20,8
105,3102,13,2,21,5
105,3102,13,2,22,10
105,3102,13,2,23,8
105,3102,13,2,24,1
105,3102,14,1,20,1
105,3102,15,1,18,1
105,3102,15,1,22,1
105,3102,17,1,18,1
105,3102,17,1,20,1
105,3102,17,2,18,1
105,3102,17,2,20,1
105,3102,18,1,22,1
105,3102,19,2,15,5
105,3102,19,2,16,5
105,3102,19,2,17,6
105,3102,19,2,18,6
105,3102,19,2,19,3
105,3102,19,2,20,2
105,3102,19,2,21,1
105,3102,19,2,22,4
105,3102,19,2,23,1
105,3102,20,2,14,1
105,3102,20,2,15,1
105,3102,20,2,16,1
105,3102,20,2,17,2
105,3102,20,2,19,2
105,3102,20,2,21,1
105,3102,20,2,24,1
105,3102,21,2,12,1
105,3102,21,2,14,1
105,3102,21,2,16,1
105,3102,21,2,17,1
105,3102,21,2,18,2
105,3102,21,2,21,2
105,3102,22,2,14,1
105,3102,22,2,15,3
105,3102,22,2,16,1
105,3102,22,2,17,1
105,3102,22,2,18,3
105,3102,22,2,21,2
105,3102,23,1,17,1
105,3102,23,1,18,2
105,3102,23,1,19,1
105,3102,23,1,20,1
105,3102,23,1,21,4
105,3102,23,1,22,5
105,3102,23,1,23,2
105,3102,23,1,24,2
105,3102,25,1,12,1
105,3102,25,1,16,1
105,3102,25,1,17,2
105,3102,25,1,18,1
105,3102,25,1,19,1
105,3102,25,1,20,1
105,3102,25,1,22,1
105,3102,25,2,21,2
105,3102,26,1,17,1
105,3102,26,1,18,2
105,3102,26,1,21,2
105,3102,26,1,23,2
105,3102,26,1,24,1
105,3102,26,2,16,1
105,3102,26,2,22,1
105,3102,26,2,23,2
105,3102,26,2,24,1
105,3102,27,1,12,1
105,3102,27,1,16,1
105,3102,27,1,17,2
105,3102,27,1,22,1
105,3102,27,2,13,1
105,3102,27,2,15,1
105,3102,27,2,18,1
105,3102,27,2,19,2
105,3102,27,2,20,1
105,3102,27,2,22,1
105,3102,28,2,20,1
105,3102,29,2,14,1
105,3102,31,1,14,1
105,3102,31,1,15,1
105,3102,31,1,17,2
105,3102,31,1,18,2
105,3102,31,1,20,1
105,3102,31,1,21,2
105,3102,31,1,22,1
105,3102,31,1,23,1
105,3102,31,2,19,2
105,3102,31,2,20,1
105,3102,31,2,21,2
105,3102,31,2,22,1
105,3102,31,2,23,1
105,3102,32,1,14,1
105,3102,32,1,15,2
105,3102,32,1,16,2
105,3102,32,1,17,2
105,3102,32,1,18,2
105,3102,32,1,21,1
105,3102,32,1,22,3
105,3102,32,1,23,2
105,3102,32,1,24,1
105,3102,32,2,17,2
105,3102,32,2,20,2
105,3102,32,2,23,1
105,3102,33,1,15,2
105,3102,33,1,16,1
105,3102,33,1,17,5
105,3102,33,1,18,4
105,3102,33,1,19,5
105,3102,33,1,20,5
105,3102,33,1,21,2
105,3102,33,1,22,2
105,3102,33,1,23,4
105,3102,33,1,25,1
105,3102,33,2,13,1
105,3102,33,2,16,3
105,3102,33,2,17,3
105,3102,33,2,18,2
105,3102,33,2,19,1
105,3102,33,2,20,1
105,3102,33,2,21,1
105,3102,33,2,22,6
105,3102,33,2,23,2
105,3102,33,2,24,2
105,3103,01,1,14,1
105,3103,01,1,15,2
105,3103,01,1,16,2
105,3103,01,1,17,2
105,3103,01,1,18,5
105,3103,01,1,19,3
105,3103,01,1,21,1
105,3103,01,1,23,2
105,3103,01,2,19,1
105,3103,01,2,21,1
105,3103,02,1,24,1
105,3103,03,1,16,4
105,3103,03,1,17,1
105,3103,03,1,18,1
105,3103,03,2,18,1
105,3103,04,1,14,1
105,3103,04,1,18,1
105,3103,04,1,19,1
105,3103,04,1,21,1
105,3103,04,1,23,1
105,3103,04,2,12,1
105,3103,04,2,19,1
105,3103,05,1,15,1
105,3103,05,1,17,1
105,3103,05,1,18,5
105,3103,05,1,20,1
105,3103,05,1,21,2
105,3103,05,1,22,6
105,3103,05,1,23,4
105,3103,05,1,24,1
105,3103,05,1,25,2
105,3103,05,2,14,2
105,3103,05,2,22,1
105,3103,05,2,24,1
105,3103,06,2,24,1
105,3103,07,1,16,1
105,3103,07,1,17,2
105,3103,07,1,18,5
105,3103,07,1,19,2
105,3103,07,1,20,2
105,3103,07,1,21,5
105,3103,07,1,22,6
105,3103,07,1,23,2
105,3103,07,1,24,3
105,3103,07,1,25,1
105,3103,07,2,13,1
105,3103,07,2,16,1
105,3103,07,2,18,5
105,3103,07,2,19,5
105,3103,07,2,20,1
105,3103,07,2,21,3
105,3103,07,2,22,3
105,3103,07,2,23,4
105,3103,07,2,24,2
105,3103,08,1,12,1
105,3103,08,1,14,2
105,3103,08,1,15,2
105,3103,08,1,16,3
105,3103,08,1,17,4
105,3103,08,1,18,5
105,3103,08,1,19,6
105,3103,08,1,20,4
105,3103,08,1,21,3
105,3103,08,1,22,6
105,3103,08,1,23,4
105,3103,08,1,24,1
105,3103,08,2,16,1
105,3103,08,2,17,2
105,3103,08,2,19,3
105,3103,08,2,20,1
105,3103,08,2,21,3
105,3103,08,2,22,5
105,3103,08,2,23,3
105,3103,09,1,15,1
105,3103,09,1,23,1
105,3103,09,2,23,1
105,3103,10,1,15,1
105,3103,10,1,17,1
105,3103,10,1,18,2
105,3103,10,1,19,1
105,3103,10,1,22,1
105,3103,10,1,24,1
105,3103,10,2,17,2
105,3103,10,2,21,1
105,3103,10,2,23,1
105,3103,10,2,24,1
105,3103,10,2,25,1
105,3103,12,1,22,1
105,3103,13,1,14,1
105,3103,13,1,15,3
105,3103,13,1,16,3
105,3103,13,1,17,4
105,3103,13,1,18,6
105,3103,13,1,19,9
105,3103,13,1,20,3
105,3103,13,1,21,3
105,3103,13,1,22,5
105,3103,13,1,23,1
105,3103,13,1,24,2
105,3103,13,2,16,3
105,3103,13,2,17,1
105,3103,13,2,18,3
105,3103,13,2,19,5
105,3103,13,2,20,3
105,3103,13,2,21,6
105,3103,13,2,22,3
105,3103,13,2,23,4
105,3103,13,2,24,1
105,3103,13,2,26,1
105,3103,14,1,16,1
105,3103,14,1,22,1
105,3103,15,2,17,1
105,3103,15,2,23,1
105,3103,16,1,20,1
105,3103,17,2,15,1
105,3103,17,2,20,1
105,3103,17,2,25,1
105,3103,18,1,16,1
105,3103,18,1,19,1
105,3103,18,1,23,1
105,3103,18,2,20,1
105,3103,18,2,21,2
105,3103,19,2,14,1
105,3103,19,2,15,3
105,3103,19,2,16,4
105,3103,19,2,17,2
105,3103,19,2,18,9
105,3103,19,2,19,1
105,3103,19,2,20,1
105,3103,19,2,21,2
105,3103,19,2,23,1
105,3103,20,2,12,1
105,3103,20,2,16,1
105,3103,20,2,18,1
105,3103,20,2,19,1
105,3103,20,2,21,2
105,3103,20,2,22,2
105,3103,20,2,23,1
105,3103,21,2,17,1
105,3103,21,2,18,1
105,3103,21,2,21,1
105,3103,22,2,14,1
105,3103,22,2,15,1
105,3103,22,2,17,3
105,3103,22,2,19,2
105,3103,22,2,20,1
105,3103,22,2,21,3
105,3103,22,2,22,2
105,3103,22,2,23,1
105,3103,23,1,17,1
105,3103,23,1,20,1
105,3103,23,1,21,2
105,3103,23,1,22,1
105,3103,23,1,23,3
105,3103,23,1,25,1
105,3103,25,1,20,2
105,3103,25,1,22,1
105,3103,25,1,23,1
105,3103,25,1,24,1
105,3103,25,2,15,1
105,3103,25,2,22,1
105,3103,25,2,23,1
105,3103,26,1,18,1
105,3103,26,1,19,1
105,3103,26,1,21,1
105,3103,26,1,22,2
105,3103,26,1,23,2
105,3103,27,1,08,1
105,3103,27,1,14,1
105,3103,27,1,19,1
105,3103,27,1,21,1
105,3103,27,2,19,1
105,3103,29,2,23,1
105,3103,31,1,14,1
105,3103,31,1,18,1
105,3103,31,1,19,1
105,3103,31,1,21,1
105,3103,31,1,23,1
105,3103,31,1,24,1
105,3103,31,2,19,3
105,3103,31,2,22,2
105,3103,31,2,23,1
105,3103,32,1,19,1
105,3103,32,1,23,1
105,3103,32,1,24,2
105,3103,32,1,25,2
105,3103,32,2,17,2
105,3103,32,2,19,2
105,3103,32,2,21,1
105,3103,32,2,23,1
105,3103,33,1,15,1
105,3103,33,1,17,1
105,3103,33,1,18,1
105,3103,33,1,19,4
105,3103,33,1,21,2
105,3103,33,1,23,2
105,3103,33,1,24,1
105,3103,33,2,16,1
105,3103,33,2,17,1
105,3103,33,2,18,1
105,3103,33,2,19,1
105,3103,33,2,20,1
105,3103,33,2,22,2
105,3104,01,1,13,2
105,3104,01,1,15,4
105,3104,01,1,16,4
105,3104,01,1,17,5
105,3104,01,1,18,7
105,3104,01,1,19,6
105,3104,01,1,20,3
105,3104,01,1,23,1
105,3104,02,2,17,1
105,3104,03,1,12,1
105,3104,03,1,14,1
105,3104,03,1,15,1
105,3104,03,1,16,1
105,3104,03,1,17,1
105,3104,03,1,18,2
105,3104,03,1,19,1
105,3104,03,1,21,1
105,3104,03,1,22,2
105,3104,03,2,13,1
105,3104,03,2,15,1
105,3104,03,2,16,1
105,3104,03,2,18,1
105,3104,03,2,19,1
105,3104,04,1,16,5
105,3104,04,1,17,6
105,3104,04,1,18,7
105,3104,04,1,19,2
105,3104,04,1,21,3
105,3104,04,1,23,1
105,3104,04,2,15,1
105,3104,04,2,17,1
105,3104,04,2,18,1
105,3104,05,1,14,1
105,3104,05,1,17,2
105,3104,05,1,18,3
105,3104,05,1,19,3
105,3104,05,1,20,3
105,3104,05,1,21,3
105,3104,05,1,22,3
105,3104,05,1,24,1
105,3104,05,1,25,1
105,3104,05,2,12,1
105,3104,05,2,14,1
105,3104,05,2,16,1
105,3104,05,2,17,2
105,3104,05,2,18,2
105,3104,05,2,19,3
105,3104,05,2,21,3
105,3104,05,2,23,1
105,3104,05,2,25,1
105,3104,06,1,22,1
105,3104,06,2,19,1
105,3104,06,2,22,1
105,3104,07,1,16,2
105,3104,07,1,17,6
105,3104,07,1,18,5
105,3104,07,1,19,7
105,3104,07,1,20,5
105,3104,07,1,21,4
105,3104,07,1,22,3
105,3104,07,1,23,3
105,3104,07,1,24,6
105,3104,07,2,14,3
105,3104,07,2,15,4
105,3104,07,2,16,1
105,3104,07,2,17,4
105,3104,07,2,18,5
105,3104,07,2,19,2
105,3104,07,2,20,6
105,3104,07,2,21,6
105,3104,07,2,22,8
105,3104,07,2,23,3
105,3104,07,2,25,1
105,3104,08,1,12,1
105,3104,08,1,13,1
105,3104,08,1,14,4
105,3104,08,1,15,6
105,3104,08,1,16,7
105,3104,08,1,17,13
105,3104,08,1,18,16
105,3104,08,1,19,12
105,3104,08,1,20,2
105,3104,08,1,21,10
105,3104,08,1,22,8
105,3104,08,1,23,5
105,3104,08,1,24,2
105,3104,08,2,17,2
105,3104,08,2,18,3
105,3104,08,2,19,2
105,3104,08,2,20,6
105,3104,08,2,21,3
105,3104,08,2,22,7
105,3104,08,2,23,7
105,3104,08,2,24,2
105,3104,09,1,17,1
105,3104,09,1,21,1
105,3104,09,1,22,3
105,3104,09,1,24,1
105,3104,09,2,20,1
105,3104,10,1,14,1
105,3104,10,1,15,1
105,3104,10,1,16,1
105,3104,10,1,17,1
105,3104,10,1,18,1
105,3104,10,1,19,3
105,3104,10,1,20,1
105,3104,10,1,22,2
105,3104,10,1,24,1
105,3104,10,2,16,1
105,3104,10,2,17,1
105,3104,10,2,18,1
105,3104,10,2,19,3
105,3104,10,2,20,1
105,3104,10,2,21,1
105,3104,10,2,22,3
105,3104,10,2,23,2
105,3104,12,1,20,1
105,3104,12,1,22,1
105,3104,13,1,13,1
105,3104,13,1,14,1
105,3104,13,1,15,2
105,3104,13,1,16,3
105,3104,13,1,17,9
105,3104,13,1,18,7
105,3104,13,1,19,12
105,3104,13,1,20,17
105,3104,13,1,21,18
105,3104,13,1,22,9
105,3104,13,1,23,11
105,3104,13,1,24,7
105,3104,13,1,25,1
105,3104,13,2,14,1
105,3104,13,2,15,4
105,3104,13,2,16,4
105,3104,13,2,17,6
105,3104,13,2,18,8
105,3104,13,2,19,10
105,3104,13,2,20,3
105,3104,13,2,21,7
105,3104,13,2,22,8
105,3104,13,2,23,3
105,3104,13,2,24,1
105,3104,14,1,11,1
105,3104,14,1,15,1
105,3104,14,1,22,1
105,3104,15,1,18,1
105,3104,17,1,16,1
105,3104,17,1,19,1
105,3104,18,1,17,2
105,3104,18,1,18,1
105,3104,18,1,20,1
105,3104,18,1,21,1
105,3104,18,1,22,1
105,3104,18,2,17,1
105,3104,18,2,19,1
105,3104,18,2,20,1
105,3104,19,2,12,1
105,3104,19,2,14,1
105,3104,19,2,15,2
105,3104,19,2,16,2
105,3104,19,2,17,2
105,3104,19,2,18,5
105,3104,19,2,19,4
105,3104,19,2,22,2
105,3104,19,2,23,2
105,3104,20,2,15,1
105,3104,20,2,16,1
105,3104,20,2,17,3
105,3104,20,2,22,2
105,3104,21,2,12,1
105,3104,21,2,13,1
105,3104,21,2,16,1
105,3104,21,2,17,1
105,3104,21,2,19,2
105,3104,21,2,24,1
105,3104,22,2,12,1
105,3104,22,2,15,2
105,3104,22,2,16,1
105,3104,22,2,17,1
105,3104,22,2,18,4
105,3104,22,2,19,1
105,3104,22,2,20,2
105,3104,22,2,21,2
105,3104,22,2,22,2
105,3104,23,1,17,2
105,3104,23,1,18,3
105,3104,23,1,19,1
105,3104,23,1,20,1
105,3104,23,1,21,4
105,3104,23,1,22,7
105,3104,23,1,23,3
105,3104,23,1,24,1
105,3104,23,1,25,1
105,3104,25,1,18,3
105,3104,25,1,19,1
105,3104,25,1,20,1
105,3104,25,1,21,1
105,3104,25,1,22,1
105,3104,25,2,11,1
105,3104,25,2,17,1
105,3104,25,2,18,1
105,3104,25,2,20,1
105,3104,25,2,22,1
105,3104,25,2,23,1
105,3104,26,1,14,1
105,3104,26,1,17,1
105,3104,26,1,19,2
105,3104,26,1,20,2
105,3104,26,1,23,1
105,3104,26,1,24,3
105,3104,26,1,26,1
105,3104,26,2,16,1
105,3104,26,2,19,1
105,3104,26,2,22,1
105,3104,27,1,10,1
105,3104,27,1,17,1
105,3104,27,1,19,1
105,3104,27,1,21,1
105,3104,27,2,12,1
105,3104,27,2,15,1
105,3104,27,2,17,3
105,3104,29,1,19,1
105,3104,29,1,20,1
105,3104,29,2,21,1
105,3104,29,2,22,2
105,3104,31,1,15,2
105,3104,31,1,16,1
105,3104,31,1,17,1
105,3104,31,1,18,2
105,3104,31,1,19,1
105,3104,31,1,20,2
105,3104,31,1,21,1
105,3104,31,1,22,2
105,3104,31,1,23,2
105,3104,31,1,24,2
105,3104,31,2,14,2
105,3104,31,2,18,2
105,3104,31,2,19,4
105,3104,31,2,20,1
105,3104,31,2,21,2
105,3104,31,2,22,2
105,3104,31,2,23,1
105,3104,31,2,25,1
105,3104,32,1,14,1
105,3104,32,1,16,1
105,3104,32,1,17,1
105,3104,32,1,19,1
105,3104,32,1,21,1
105,3104,32,1,22,1
105,3104,32,1,23,3
105,3104,32,2,09,1
105,3104,32,2,16,1
105,3104,32,2,17,1
105,3104,32,2,19,2
105,3104,32,2,20,1
105,3104,32,2,22,3
105,3104,32,2,23,1
105,3104,33,1,14,1
105,3104,33,1,16,3
105,3104,33,1,18,3
105,3104,33,1,19,4
105,3104,33,1,20,3
105,3104,33,1,21,4
105,3104,33,1,22,1
105,3104,33,1,23,3
105,3104,33,1,24,2
105,3104,33,2,14,1
105,3104,33,2,15,1
105,3104,33,2,16,1
105,3104,33,2,17,3
105,3104,33,2,18,2
105,3104,33,2,19,4
105,3104,33,2,20,2
105,3104,33,2,21,3
105,3104,33,2,22,3
105,3104,33,2,23,1
105,3104,33,2,24,1
105,3104,33,2,25,1
105,3105,01,1,15,3
105,3105,01,1,16,3
105,3105,01,1,17,4
105,3105,01,1,18,5
105,3105,01,1,20,2
105,3105,01,1,21,3
105,3105,01,1,22,3
105,3105,01,1,23,2
105,3105,01,2,17,1
105,3105,01,2,22,1
105,3105,02,2,14,1
105,3105,02,2,15,1
105,3105,03,1,13,2
105,3105,03,1,16,1
105,3105,03,1,19,1
105,3105,03,2,17,1
105,3105,03,2,19,1
105,3105,04,1,14,1
105,3105,04,1,15,2
105,3105,04,1,16,1
105,3105,04,1,17,1
105,3105,04,1,18,3
105,3105,04,1,19,1
105,3105,04,1,20,2
105,3105,04,1,23,3
105,3105,04,2,16,1
105,3105,04,2,17,1
105,3105,04,2,20,1
105,3105,04,2,24,1
105,3105,05,1,13,1
105,3105,05,1,16,2
105,3105,05,1,17,3
105,3105,05,1,19,1
105,3105,05,1,20,2
105,3105,05,1,21,2
105,3105,05,1,22,5
105,3105,05,1,23,2
105,3105,05,1,24,3
105,3105,05,2,15,1
105,3105,05,2,16,4
105,3105,05,2,17,1
105,3105,05,2,18,2
105,3105,05,2,20,2
105,3105,05,2,23,1
105,3105,05,2,24,1
105,3105,05,2,25,2
105,3105,07,1,16,3
105,3105,07,1,17,3
105,3105,07,1,18,7
105,3105,07,1,19,8
105,3105,07,1,20,6
105,3105,07,1,21,1
105,3105,07,1,22,6
105,3105,07,1,23,7
105,3105,07,1,24,3
105,3105,07,1,25,1
105,3105,07,2,11,1
105,3105,07,2,15,2
105,3105,07,2,16,4
105,3105,07,2,17,3
105,3105,07,2,18,1
105,3105,07,2,19,3
105,3105,07,2,20,2
105,3105,07,2,21,4
105,3105,07,2,22,1
105,3105,07,2,23,1
105,3105,07,2,24,3
105,3105,07,2,25,3
105,3105,08,1,14,3
105,3105,08,1,15,1
105,3105,08,1,16,4
105,3105,08,1,17,3
105,3105,08,1,18,2
105,3105,08,1,19,6
105,3105,08,1,20,4
105,3105,08,1,21,7
105,3105,08,1,22,7
105,3105,08,1,23,2
105,3105,08,2,17,2
105,3105,08,2,18,1
105,3105,08,2,19,4
105,3105,08,2,20,3
105,3105,08,2,21,2
105,3105,08,2,22,4
105,3105,08,2,23,3
105,3105,08,2,24,2
105,3105,09,1,18,2
105,3105,09,1,21,1
105,3105,09,2,15,1
105,3105,09,2,18,1
105,3105,09,2,19,1
105,3105,09,2,20,1
105,3105,09,2,21,1
105,3105,10,1,15,2
105,3105,10,1,16,3
105,3105,10,1,17,1
105,3105,10,1,19,1
105,3105,10,1,20,2
105,3105,10,1,21,2
105,3105,10,1,23,2
105,3105,10,1,24,3
105,3105,10,2,17,1
105,3105,10,2,18,1
105,3105,10,2,19,5
105,3105,10,2,20,2
105,3105,10,2,22,2
105,3105,10,2,24,3
105,3105,10,2,25,1
105,3105,12,1,16,1
105,3105,12,1,18,2
105,3105,12,1,21,1
105,3105,12,1,23,1
105,3105,13,1,13,1
105,3105,13,1,14,1
105,3105,13,1,15,1
105,3105,13,1,16,2
105,3105,13,1,17,7
105,3105,13,1,18,10
105,3105,13,1,19,6
105,3105,13,1,20,11
105,3105,13,1,21,9
105,3105,13,1,22,8
105,3105,13,1,23,8
105,3105,13,1,24,2
105,3105,13,2,14,1
105,3105,13,2,16,2
105,3105,13,2,17,1
105,3105,13,2,18,6
105,3105,13,2,19,3
105,3105,13,2,20,7
105,3105,13,2,21,8
105,3105,13,2,22,5
105,3105,13,2,23,5
105,3105,13,2,25,1
105,3105,15,1,19,1
105,3105,15,2,12,1
105,3105,16,2,15,1
105,3105,17,1,20,1
105,3105,17,2,22,1
105,3105,18,1,12,1
105,3105,18,1,15,1
105,3105,18,1,19,1
105,3105,18,1,22,1
105,3105,18,2,15,1
105,3105,18,2,17,1
105,3105,18,2,19,1
105,3105,19,2,11,1
105,3105,19,2,12,1
105,3105,19,2,13,2
105,3105,19,2,14,1
105,3105,19,2,15,5
105,3105,19,2,16,4
105,3105,19,2,17,7
105,3105,19,2,18,5
105,3105,19,2,19,3
105,3105,19,2,20,5
105,3105,19,2,21,3
105,3105,19,2,22,1
105,3105,20,2,14,1
105,3105,20,2,15,1
105,3105,20,2,16,1
105,3105,20,2,19,1
105,3105,20,2,21,1
105,3105,20,2,22,1
105,3105,21,2,18,1
105,3105,21,2,19,1
105,3105,21,2,21,1
105,3105,21,2,22,1
105,3105,22,2,15,2
105,3105,22,2,16,3
105,3105,22,2,18,3
105,3105,22,2,19,2
105,3105,22,2,20,1
105,3105,22,2,22,2
105,3105,23,1,18,1
105,3105,23,1,19,1
105,3105,23,1,20,3
105,3105,23,1,21,3
105,3105,23,1,22,5
105,3105,23,1,23,3
105,3105,23,1,24,7
105,3105,25,1,17,2
105,3105,25,1,18,1
105,3105,25,1,20,1
105,3105,25,1,21,1
105,3105,25,1,23,1
105,3105,25,1,24,1
105,3105,25,1,25,1
105,3105,25,2,19,1
105,3105,25,2,22,1
105,3105,26,1,18,1
105,3105,26,1,19,1
105,3105,26,1,22,1
105,3105,26,1,23,1
105,3105,26,1,24,2
105,3105,26,1,25,1
105,3105,26,2,21,1
105,3105,27,1,12,1
105,3105,27,1,14,1
105,3105,27,1,18,1
105,3105,27,1,19,1
105,3105,27,1,21,1
105,3105,27,2,15,1
105,3105,27,2,18,1
105,3105,28,1,14,1
105,3105,29,1,16,1
105,3105,29,1,17,1
105,3105,29,2,19,1
105,3105,31,1,13,1
105,3105,31,1,20,1
105,3105,31,1,21,1
105,3105,31,1,22,2
105,3105,31,1,23,3
105,3105,31,1,24,1
105,3105,31,1,25,1
105,3105,31,2,17,1
105,3105,31,2,20,2
105,3105,31,2,21,2
105,3105,31,2,25,1
105,3105,32,1,16,1
105,3105,32,1,18,2
105,3105,32,1,22,4
